LT_HematopoieticStemCell_SRR1536378,Hematopoietic_Stem_Cell_SRR1536382,Hematopoietic_Stem_Cell_SRR1536381,Hematopoietic_Stem_Cell_SRR1536380,Hematopoietic_Stem_Cell_SRR1536379,Multipotent_Progenitors_SRR1536383,Multipotent_Progenitors_SRR1536384,Common_Myeloid_Progenitors_SRR1536392,Common_Myeloid_Progenitors_SRR1536391,Common_Myeloid_Progenitors_SRR1536390,Common_Myeloid_Progenitors_SRR1536389,Granulocyte_Monocyte_Progenitors_SRR1536394,Granulocyte_Monocyte_Progenitors_SRR1536396,Granulocyte_Monocyte_Progenitors_SRR1536395,Granulocyte_Monocyte_Progenitors_SRR1536393,Bone_Marrow_Macrophages_SRR1536397,Bone_Marrow_Macrophages_SRR1536399,Bone_Marrow_Macrophages_SRR1536398,Bone_Marrow_Macrophages_SRR1536400,Granulocytes_SRR1536406,Granulocytes_SRR1536405,Granulocytes_SRR1536404,Granulocytes_SRR1536403,Granulocytes_SRR1536402,Granulocytes_SRR1536401,Monocytes_SRR1536409,Monocytes_SRR1536408,Monocytes_SRR1536410,Monocytes_SRR1536407,Common_Lymphoid_Progenitors_SRR1536387,Common_Lymphoid_Progenitors_SRR1536388,Common_Lymphoid_Progenitors_SRR1536386,Common_Lymphoid_Progenitors_SRR1536385,B_cells_SRR1536412,B_cells_SRR1536411,T_CD4_cells_SRR1536416,T_CD4_cells_SRR1536415,T_CD4_cells_SRR1536414,T_CD4_cells_SRR1536413,T_CD8_cells_SRR1536418,T_CD8_cells_SRR1536419,T_CD8_cells_SRR1536417,T_CD8_cells_SRR1536420,NK_Cells_SRR1536422,NK_Cells_SRR1536421,Megakaryocytic_erythroid_progenitors_SRR1536426,Megakaryocytic_erythroid_progenitors_SRR1536425,Megakaryocytic_erythroid_progenitors_SRR1536424,Megakaryocytic_erythroid_progenitors_SRR1536423,Erythrocytes_A_SRR1536427,Erythrocytes_A_SRR1536428,ErythrocytesB_SRR1536429
LT-HSC,ST-HSC,ST-HSC,ST-HSC,ST-HSC,MPP,MPP,CMP,CMP,CMP,CMP,GMP,GMP,GMP,GMP,Macrophage,Macrophage,Macrophage,Macrophage,Granulocyte,Granulocyte,Granulocyte,Granulocyte,Granulocyte,Granulocyte,Monocyte,Monocyte,Monocyte,Monocyte,CLP,CLP,CLP,CLP,B cell,B cell,CD4 T cell,CD4 T cell,CD4 T cell,CD4 T cell,CD8 T cell,CD8 T cell,CD8 T cell,CD8 T cell,Natural Killer cell,Natural Killer cell,MEP,MEP,MEP,MEP,Erythrocyte A,Erythrocyte A,Erythrocyte B
#90EE90,#80FF00,#80FF00,#80FF00,#80FF00,#006400,#006400,#FFA500,#FFA500,#FFA500,#FFA500,#FFCC99,#FFCC99,#FFCC99,#FFCC99,#FFB70F,#FFB70F,#FFB70F,#FFB70F,#CC5500,#CC5500,#CC5500,#CC5500,#CC5500,#CC5500,#FFC74F,#FFC74F,#FFC74F,#FFC74F,#ADD8E6,#ADD8E6,#ADD8E6,#ADD8E6,#A020F0,#A020F0,#0000FF,#0000FF,#0000FF,#0000FF,#0D98BA,#0D98BA,#0D98BA,#0D98BA,#000080,#000080,#FF0000,#FF0000,#FF0000,#FF0000,#8B0000,#8B0000,#870206
